CaseID;Activity;Resource;StartTimestamp;CompleteTimestamp;Variant;VariantIndex;Column6
BZ-06-0509-001;Register appeal;Person G;2006/10/30 00:00:00.000;2006/11/01 00:00:00.000;Variant 1;1;Liquor permit
BZ-06-0509-001;Confirm reception;Person G;2006/11/01 00:00:00.000;2006/11/01 00:00:00.000;Variant 1;1;Liquor permit
BZ-06-0509-001;Register receipt of documents;Person I;2006/11/01 00:00:00.000;2007/01/05 00:00:00.000;Variant 1;1;Liquor permit
BZ-06-0509-001;Result hearing / Write advice;Person I;2007/01/05 00:00:00.000;2007/01/19 00:00:00.000;Variant 1;1;Liquor permit
BZ-06-0509-001;Send advice;Person I;2007/02/14 00:00:00.000;2007/02/14 00:00:00.000;Variant 1;1;Liquor permit
BZ-06-0509-001;Create dossier;Person I;2007/02/14 00:00:00.000;2007/02/14 00:00:00.000;Variant 1;1;Liquor permit
BZ-06-0509-001;Process decision;Person I;2007/02/14 00:00:00.000;2007/02/14 00:00:00.000;Variant 1;1;Liquor permit
BZ-06-0509-001;Archive;Person I;2007/07/12 00:00:00.000;2008/09/08 00:00:00.000;Variant 1;1;Liquor permit
BZ-06-0510-001;Register appeal;Person G;2006/11/01 00:00:00.000;2006/11/01 00:00:00.000;Variant 1;1;Townhall registration
BZ-06-0510-001;Confirm reception;Person A;2006/11/01 00:00:00.000;2006/11/20 00:00:00.000;Variant 1;1;Townhall registration
BZ-06-0510-001;Register receipt of documents;Person K;2006/11/20 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Townhall registration
BZ-06-0510-001;Result hearing / Write advice;Person K;2007/02/07 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Townhall registration
BZ-06-0510-001;Send advice;Person K;2007/02/07 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Townhall registration
BZ-06-0510-001;Create dossier;Person K;2007/02/07 00:00:00.000;2007/02/12 00:00:00.000;Variant 1;1;Townhall registration
BZ-06-0510-001;Process decision;Person K;2007/02/12 00:00:00.000;2007/02/12 00:00:00.000;Variant 1;1;Townhall registration
BZ-06-0510-001;Archive;Person A;2008/07/30 00:00:00.000;2008/08/18 00:00:00.000;Variant 1;1;Townhall registration
BZ-06-0513-001;Register appeal;Person A;2006/11/15 00:00:00.000;2006/11/17 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0513-001;Confirm reception;Person A;2006/11/17 00:00:00.000;2006/11/17 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0513-001;Register receipt of documents;Person C;2006/12/21 00:00:00.000;2006/12/21 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0513-001;Result hearing / Write advice;Person C;2006/12/21 00:00:00.000;2006/12/21 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0513-001;Send advice;Person C;2006/12/21 00:00:00.000;2006/12/21 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0513-001;Create dossier;Person C;2006/12/21 00:00:00.000;2006/12/21 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0513-001;Process decision;Person A;2006/12/21 00:00:00.000;2007/02/06 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0513-001;Archive;Person A;2007/11/20 00:00:00.000;2008/08/18 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0514-001;Register appeal;Person A;2006/11/15 00:00:00.000;2006/11/17 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0514-001;Confirm reception;Person A;2006/11/17 00:00:00.000;2006/11/17 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0514-001;Register receipt of documents;Person G;2006/12/14 00:00:00.000;2007/01/18 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0514-001;Result hearing / Write advice;Person G;2007/01/18 00:00:00.000;2007/01/18 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0514-001;Send advice;Person G;2007/01/18 00:00:00.000;2007/01/18 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0514-001;Create dossier;Person G;2007/01/18 00:00:00.000;2007/01/18 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0514-001;Process decision;Person A;2007/01/18 00:00:00.000;2007/02/06 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0514-001;Archive;Person A;2007/08/08 00:00:00.000;2008/08/18 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0515-001;Register appeal;Person A;2006/11/15 00:00:00.000;2006/11/17 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0515-001;Confirm reception;Person A;2006/11/17 00:00:00.000;2006/11/17 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0515-001;Register receipt of documents;Person C;2006/11/17 00:00:00.000;2006/11/17 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0515-001;Result hearing / Write advice;Person C;2006/11/17 00:00:00.000;2006/12/19 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0515-001;Send advice;Person C;2006/12/19 00:00:00.000;2006/12/19 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0515-001;Create dossier;Person C;2006/12/19 00:00:00.000;2006/12/19 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0515-001;Process decision;Person A;2006/12/21 00:00:00.000;2007/02/06 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0515-001;Archive;Person A;2008/08/18 00:00:00.000;2008/08/18 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0517-001;Register appeal;Person A;2006/11/20 00:00:00.000;2006/11/20 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0517-001;Confirm reception;Person A;2006/11/20 00:00:00.000;2006/11/20 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0517-001;Register receipt of documents;Person K;2006/11/20 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0517-001;Result hearing / Write advice;Person K;2007/02/07 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0517-001;Send advice;Person K;2007/02/07 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0517-001;Create dossier;Person K;2007/02/07 00:00:00.000;2007/02/12 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0517-001;Process decision;Person K;2007/02/12 00:00:00.000;2007/02/12 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0517-001;Archive;Person A;2007/06/27 00:00:00.000;2008/08/18 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0519-001;Register appeal;Person A;2006/11/20 00:00:00.000;2006/11/20 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0519-001;Confirm reception;Person A;2006/11/20 00:00:00.000;2006/11/20 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0519-001;Register receipt of documents;Person K;2006/11/20 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0519-001;Result hearing / Write advice;Person K;2007/02/07 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0519-001;Send advice;Person K;2007/02/07 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0519-001;Create dossier;Person K;2007/02/07 00:00:00.000;2007/02/12 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0519-001;Process decision;Person K;2007/02/12 00:00:00.000;2007/02/12 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0519-001;Archive;Person A;2008/08/18 00:00:00.000;2008/08/18 00:00:00.000;Variant 1;1;Parking permit
BZ-06-0520-001;Register appeal;Person A;2006/11/20 00:00:00.000;2006/11/20 00:00:00.000;Variant 4;4;Miscellaneous subsidies
BZ-06-0520-001;Confirm reception;Person A;2006/11/20 00:00:00.000;2006/12/21 00:00:00.000;Variant 4;4;Miscellaneous subsidies
BZ-06-0520-001;Register receipt of documents;Person K;2006/12/21 00:00:00.000;2006/12/21 00:00:00.000;Variant 4;4;Miscellaneous subsidies
BZ-06-0520-001;Result hearing / Write advice;Person K;2006/12/21 00:00:00.000;2006/12/21 00:00:00.000;Variant 4;4;Miscellaneous subsidies
BZ-06-0520-001;Withdraw appeal;Person K;2006/12/21 00:00:00.000;2006/12/21 00:00:00.000;Variant 4;4;Miscellaneous subsidies
BZ-06-0520-001;Archive;Person A;2008/08/18 00:00:00.000;2008/08/18 00:00:00.000;Variant 4;4;Miscellaneous subsidies
BZ-06-0526-001;Register appeal;Person A;2006/11/29 00:00:00.000;2006/11/29 00:00:00.000;Variant 6;6;Liquor permit
BZ-06-0526-001;Confirm reception;Person A;2006/11/29 00:00:00.000;2006/11/29 00:00:00.000;Variant 6;6;Liquor permit
BZ-06-0526-001;Rejected;Person I;2006/11/29 00:00:00.000;2006/12/22 00:00:00.000;Variant 6;6;Liquor permit
BZ-06-0526-001;Write draft advice;Person A;2006/12/22 00:00:00.000;2007/01/19 00:00:00.000;Variant 6;6;Liquor permit
BZ-06-0526-001;Send advice;Person I;2007/01/19 00:00:00.000;2007/02/07 00:00:00.000;Variant 6;6;Liquor permit
BZ-06-0526-001;Create dossier;Person I;2007/02/07 00:00:00.000;2007/02/12 00:00:00.000;Variant 6;6;Liquor permit
BZ-06-0526-001;Process decision;Person I;2007/02/12 00:00:00.000;2007/02/12 00:00:00.000;Variant 6;6;Liquor permit
BZ-06-0526-001;Archive;Person I;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 6;6;Liquor permit
BZ-06-0528-001;Register appeal;Person A;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-001;Confirm reception;Person A;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-001;Register receipt of documents;Person I;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-001;Result hearing / Write advice;Person O;2007/01/04 00:00:00.000;2007/01/31 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-001;Send advice;Person O;2007/01/31 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-001;Create dossier;Person O;2007/02/14 00:00:00.000;2007/02/14 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-001;Process decision;Person A;2007/02/14 00:00:00.000;2007/02/14 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-001;Archive;Person A;2007/02/14 00:00:00.000;2008/09/08 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-002;Register appeal;Person A;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-002;Confirm reception;Person A;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-002;Register receipt of documents;Person I;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-002;Result hearing / Write advice;Person O;2007/01/31 00:00:00.000;2007/01/31 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-002;Send advice;Person O;2007/01/31 00:00:00.000;2007/02/08 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-002;Create dossier;Person O;2007/02/14 00:00:00.000;2007/02/14 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-002;Process decision;Person O;2007/02/14 00:00:00.000;2007/02/14 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-002;Archive;Person A;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-003;Register appeal;Person A;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-003;Confirm reception;Person A;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-003;Register receipt of documents;Person I;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-003;Result hearing / Write advice;Person O;2007/01/31 00:00:00.000;2007/01/31 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-003;Send advice;Person O;2007/01/31 00:00:00.000;2007/02/08 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-003;Create dossier;Person O;2007/02/14 00:00:00.000;2007/02/14 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-003;Process decision;Person O;2007/02/14 00:00:00.000;2007/02/14 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-003;Archive;Person A;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-004;Register appeal;Person A;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-004;Confirm reception;Person A;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-004;Register receipt of documents;Person I;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-004;Result hearing / Write advice;Person O;2007/01/31 00:00:00.000;2007/01/31 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-004;Send advice;Person O;2007/01/31 00:00:00.000;2007/02/08 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-004;Create dossier;Person O;2007/02/14 00:00:00.000;2007/02/14 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-004;Process decision;Person O;2007/02/14 00:00:00.000;2007/02/14 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-004;Archive;Person A;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-005;Register appeal;Person A;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-005;Confirm reception;Person A;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-005;Register receipt of documents;Person I;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-005;Result hearing / Write advice;Person O;2007/01/22 00:00:00.000;2007/01/31 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-005;Send advice;Person O;2007/01/31 00:00:00.000;2007/02/08 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-005;Create dossier;Person O;2007/02/14 00:00:00.000;2007/02/14 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-005;Process decision;Person O;2007/02/14 00:00:00.000;2007/02/14 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0528-005;Archive;Person A;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0529-001;Register appeal;Person A;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0529-001;Confirm reception;Person A;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0529-001;Register receipt of documents;Person I;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0529-001;Result hearing / Write advice;Person I;2007/06/15 00:00:00.000;2007/08/13 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0529-001;Send advice;Person I;2007/08/13 00:00:00.000;2007/08/24 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0529-001;Create dossier;Person I;2007/08/24 00:00:00.000;2007/08/24 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0529-001;Process decision;Person I;2007/08/24 00:00:00.000;2007/08/24 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0529-001;Archive;Person I;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 1;1;Rejected building permit
BZ-06-0530-001;Register appeal;Person A;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-001;Confirm reception;Person A;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-001;Register receipt of documents;Person I;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-001;Result hearing / Write advice;Person O;2007/01/10 00:00:00.000;2007/02/01 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-001;Send advice;Person O;2007/02/01 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-001;Create dossier;Person O;2007/02/07 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-001;Process decision;Person O;2007/02/07 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-001;Archive;Person A;2007/02/07 00:00:00.000;2008/09/08 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-002;Register appeal;Person A;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-002;Confirm reception;Person A;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-002;Register receipt of documents;Person I;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-002;Result hearing / Write advice;Person O;2007/01/22 00:00:00.000;2007/02/01 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-002;Send advice;Person O;2007/02/01 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-002;Create dossier;Person O;2007/02/07 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-002;Process decision;Person G;2007/02/07 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-002;Archive;Person A;2007/11/28 00:00:00.000;2008/09/08 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-003;Register appeal;Person A;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-003;Confirm reception;Person A;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-003;Register receipt of documents;Person I;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-003;Result hearing / Write advice;Person O;2007/02/01 00:00:00.000;2007/02/01 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-003;Send advice;Person O;2007/02/07 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-003;Create dossier;Person O;2007/02/07 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-003;Process decision;Person O;2007/02/07 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-003;Archive;Person A;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-004;Register appeal;Person A;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-004;Confirm reception;Person A;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-004;Register receipt of documents;Person I;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-004;Result hearing / Write advice;Person O;2007/02/01 00:00:00.000;2007/02/01 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-004;Send advice;Person O;2007/02/07 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-004;Create dossier;Person O;2007/02/07 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-004;Process decision;Person O;2007/02/07 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-004;Archive;Person A;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-005;Register appeal;Person A;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-005;Confirm reception;Person A;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-005;Register receipt of documents;Person I;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-005;Result hearing / Write advice;Person O;2007/02/01 00:00:00.000;2007/02/01 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-005;Send advice;Person O;2007/02/07 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-005;Create dossier;Person O;2007/02/07 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-005;Process decision;Person O;2007/02/07 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-005;Archive;Person A;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-006;Register appeal;Person A;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-006;Confirm reception;Person A;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-006;Register receipt of documents;Person I;2006/11/30 00:00:00.000;2006/11/30 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-006;Result hearing / Write advice;Person O;2007/02/01 00:00:00.000;2007/02/01 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-006;Send advice;Person O;2007/02/07 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-006;Create dossier;Person O;2007/02/07 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-006;Process decision;Person O;2007/02/07 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-006;Archive;Person A;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-007;Register appeal;Person A;2006/12/01 00:00:00.000;2007/01/19 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-007;Confirm reception;Person A;2007/01/19 00:00:00.000;2007/01/19 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-007;Register receipt of documents;Person O;2007/01/19 00:00:00.000;2007/01/19 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-007;Result hearing / Write advice;Person O;2007/02/01 00:00:00.000;2007/02/01 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-007;Send advice;Person O;2007/02/07 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-007;Create dossier;Person O;2007/02/07 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-007;Process decision;Person O;2007/02/07 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-007;Archive;Person A;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-008;Register appeal;Person A;2006/12/01 00:00:00.000;2007/01/19 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-008;Confirm reception;Person A;2007/01/19 00:00:00.000;2007/01/19 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-008;Register receipt of documents;Person O;2007/01/19 00:00:00.000;2007/01/19 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-008;Result hearing / Write advice;Person O;2007/01/19 00:00:00.000;2007/02/01 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-008;Send advice;Person O;2007/02/07 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-008;Create dossier;Person O;2007/02/07 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-008;Process decision;Person O;2007/02/07 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-008;Archive;Person A;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-009;Register appeal;Person A;2006/12/01 00:00:00.000;2007/01/19 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-009;Confirm reception;Person A;2007/01/19 00:00:00.000;2007/01/19 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-009;Register receipt of documents;Person O;2007/01/19 00:00:00.000;2007/01/19 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-009;Result hearing / Write advice;Person O;2007/02/01 00:00:00.000;2007/02/01 00:00:00.000;Variant 1;1;Demolition permit
BZ-06-0530-009;Send advice;Person O;2007/02/07 00:00:00.000;2007/02/07 00:00:00.000;Variant 1;1;Demolition permit
